expression	source_image	source_page	column	ocr_confidence	waller_seed_match	review_status
はたらきます	IMG_2699.HEIC	125	4	0.50	yes	needs_review
はなします	IMG_2699.HEIC	125	4	0.50	yes	needs_review
はなや	IMG_2699.HEIC	125	4	0.30	yes	needs_review
はな［花］	IMG_2699.HEIC	125	4	0.30	yes	needs_review
はは	IMG_2699.HEIC	125	4	0.50	no	needs_review
はらいます	IMG_2699.HEIC	125	4	0.50	no	needs_review
はります	IMG_2699.HEIC	125	4	0.50	no	needs_review
はる	IMG_2699.HEIC	125	4	0.30	yes	needs_review
はれ	IMG_2699.HEIC	125	4	1.00	yes	needs_review
はれます	IMG_2699.HEIC	125	4	0.30	yes	needs_review
はんぶん	IMG_2699.HEIC	125	5	1.00	yes	needs_review
は［歯］	IMG_2699.HEIC	125	4	0.30	yes	needs_review
ばん	IMG_2699.HEIC	125	4	0.30	yes	needs_review
ばんごう	IMG_2699.HEIC	125	5	1.00	yes	needs_review
ばんごはん	IMG_2699.HEIC	125	5	1.00	yes	needs_review
ひがし	IMG_2699.HEIC	125	5	1.00	yes	needs_review
ひきます［ギターを～］	IMG_2699.HEIC	125	5	0.30	yes	needs_review
ひくい	IMG_2699.HEIC	125	5	1.00	yes	needs_review
ひこうき	IMG_2699.HEIC	125	5	1.00	yes	needs_review
ひだり一0	IMG_2699.HEIC	125	5	0.30	no	needs_review
ひと	IMG_2699.HEIC	125	5	1.00	yes	needs_review
ひとつき	IMG_2699.HEIC	125	5	1.00	yes	needs_review
ひま（な）	IMG_2699.HEIC	125	5	0.30	yes	needs_review
ひらがな．	IMG_2699.HEIC	125	5	0.30	no	needs_review
ひらきます	IMG_2699.HEIC	125	5	1.00	yes	needs_review
ひる	IMG_2699.HEIC	125	5	0.30	yes	needs_review
ひるごはん	IMG_2699.HEIC	125	5	1.00	yes	needs_review
ひろい	IMG_2699.HEIC	125	5	1.00	yes	needs_review
びじゅつかん	IMG_2699.HEIC	125	5	1.00	no	needs_review
びょういん	IMG_2699.HEIC	125	5	1.00	yes	needs_review
びょうき	IMG_2699.HEIC	125	5	1.00	yes	needs_review
ふうとう	IMG_2699.HEIC	125	5	1.00	yes	needs_review
ふきます	IMG_2699.HEIC	125	5	0.50	yes	needs_review
ふく	IMG_2699.HEIC	125	5	0.30	yes	needs_review
ふとい	IMG_2699.HEIC	125	5	0.30	yes	needs_review
ふね	IMG_2699.HEIC	125	5	0.50	no	needs_review
ふゆ	IMG_2699.HEIC	125	5	1.00	yes	needs_review
ふります	IMG_2699.HEIC	125	5	0.50	yes	needs_review
ふるい	IMG_2699.HEIC	125	5	0.30	yes	needs_review
ぶたにく	IMG_2699.HEIC	125	5	1.00	yes	needs_review
ぶんしょう	IMG_2699.HEIC	125	5	0.30	yes	needs_review
へた	IMG_2699.HEIC	125	6	0.50	yes	needs_review
へや	IMG_2699.HEIC	125	6	1.00	yes	needs_review
べんきょう（します）2	IMG_2699.HEIC	125	6	0.30	yes	needs_review
ほそい	IMG_2699.HEIC	125	6	0.30	yes	needs_review
ほん	IMG_2699.HEIC	125	6	0.30	yes	needs_review
ほんこん	IMG_2699.HEIC	125	6	0.50	no	needs_review
ほんだな	IMG_2699.HEIC	125	6	0.50	yes	needs_review
ほんとうに	IMG_2699.HEIC	125	6	1.00	yes	needs_review
ほんや	IMG_2699.HEIC	125	6	0.50	yes	needs_review
ぼうし	IMG_2699.HEIC	125	6	0.30	yes	needs_review
まいあさ	IMG_2699.HEIC	125	6	1.00	yes	needs_review
まいしう	IMG_2699.HEIC	125	6	0.50	no	needs_review
まいつ	IMG_2699.HEIC	125	6	1.00	no	needs_review
まいと	IMG_2699.HEIC	125	6	1.00	no	needs_review
まいにち	IMG_2699.HEIC	125	6	1.00	yes	needs_review
まぇに	IMG_2699.HEIC	125	6	0.30	no	needs_review
まじめ（な）	IMG_2699.HEIC	125	6	0.30	no	needs_review
まつり	IMG_2699.HEIC	125	6	0.30	no	needs_review
まど	IMG_2700.HEIC	126	1	0.50	yes	needs_review
まるい	IMG_2700.HEIC	126	1	1.00	yes	needs_review
まんが	IMG_2700.HEIC	126	1	1.00	no	needs_review
み	IMG_2700.HEIC	126	1	0.50	no	needs_review
みえます	IMG_2700.HEIC	126	1	0.50	no	needs_review
みがきます	IMG_2700.HEIC	126	1	1.00	yes	needs_review
みぎ	IMG_2700.HEIC	126	1	0.30	yes	needs_review
みじかい	IMG_2700.HEIC	126	1	0.50	yes	needs_review
みせ	IMG_2700.HEIC	126	1	1.00	yes	needs_review
みそしる	IMG_2700.HEIC	126	1	1.00	no	needs_review
みち	IMG_2700.HEIC	126	1	1.00	yes	needs_review
みなさん	IMG_2700.HEIC	126	1	1.00	yes	needs_review
みなみ	IMG_2700.HEIC	126	1	1.00	yes	needs_review
みます	IMG_2700.HEIC	126	1	1.00	yes	needs_review
みみ	IMG_2700.HEIC	126	1	1.00	yes	needs_review
みんな	IMG_2700.HEIC	126	1	1.00	yes	needs_review
むかい	IMG_2700.HEIC	126	1	1.00	no	needs_review
むこう	IMG_2700.HEIC	126	1	1.00	yes	needs_review
むずかしい	IMG_2700.HEIC	126	1	1.00	yes	needs_review
むね	IMG_2700.HEIC	126	1	1.00	no	needs_review
むら	IMG_2700.HEIC	126	1	1.00	yes	needs_review
むりょう	IMG_2700.HEIC	126	1	0.50	no	needs_review
め	IMG_2700.HEIC	126	1	1.00	yes	needs_review
めがね	IMG_2700.HEIC	126	1	1.00	yes	needs_review
も	IMG_2700.HEIC	126	1	0.50	no	needs_review
もう	IMG_2700.HEIC	126	1	1.00	yes	needs_review
もうすぐ	IMG_2700.HEIC	126	1	1.00	no	needs_review
もうすこし	IMG_2700.HEIC	126	1	1.00	no	needs_review
もうちょっと	IMG_2700.HEIC	126	1	0.50	no	needs_review
もしもし	IMG_2700.HEIC	126	1	1.00	no	needs_review
もちろん	IMG_2700.HEIC	126	1	1.00	no	needs_review
もっと	IMG_2700.HEIC	126	2	1.00	yes	needs_review
もらいます	IMG_2700.HEIC	126	2	1.00	no	needs_review
もん	IMG_2700.HEIC	126	2	0.30	yes	needs_review
や	IMG_2700.HEIC	126	2	0.50	yes	needs_review
やおや	IMG_2700.HEIC	126	2	1.00	yes	needs_review
やきゅう	IMG_2700.HEIC	126	2	1.00	no	needs_review
やさい	IMG_2700.HEIC	126	2	1.00	yes	needs_review
やさしい	IMG_2700.HEIC	126	2	0.30	yes	needs_review
やすい	IMG_2700.HEIC	126	2	0.30	yes	needs_review
やすみ	IMG_2700.HEIC	126	2	1.00	yes	needs_review
やすみます	IMG_2700.HEIC	126	2	1.00	yes	needs_review
やっきょく	IMG_2700.HEIC	126	2	0.50	no	needs_review
やま	IMG_2700.HEIC	126	2	0.30	yes	needs_review
やります	IMG_2700.HEIC	126	2	0.30	yes	needs_review
ゆうがた	IMG_2700.HEIC	126	2	0.30	yes	needs_review
ゆうはん	IMG_2700.HEIC	126	2	0.30	yes	needs_review
ゆうびんきょく	IMG_2700.HEIC	126	2	0.50	yes	needs_review
ゆうべ	IMG_2700.HEIC	126	2	0.30	yes	needs_review
ゆうめい（な）	IMG_2700.HEIC	126	2	0.30	yes	needs_review
ゆき	IMG_2700.HEIC	126	2	0.50	yes	needs_review
ゆっくり	IMG_2700.HEIC	126	2	0.50	yes	needs_review
ゆびわ	IMG_2700.HEIC	126	2	1.00	no	needs_review
よく	IMG_2700.HEIC	126	2	0.30	yes	needs_review
よくなります	IMG_2700.HEIC	126	2	0.50	no	needs_review
よこ	IMG_2700.HEIC	126	2	1.00	yes	needs_review
よびます	IMG_2700.HEIC	126	2	0.50	yes	needs_review
よみます	IMG_2700.HEIC	126	2	0.30	yes	needs_review
よる	IMG_2700.HEIC	126	2	0.30	yes	needs_review
よろしくおねがいします	IMG_2700.HEIC	126	2	0.30	no	needs_review
よわい	IMG_2700.HEIC	126	2	0.30	yes	needs_review
らいげつ	IMG_2700.HEIC	126	2	1.00	yes	needs_review
らいしゅう	IMG_2700.HEIC	126	2	1.00	yes	needs_review
らいねん	IMG_2700.HEIC	126	2	1.00	yes	needs_review
りっぱ（な）	IMG_2700.HEIC	126	3	0.30	yes	needs_review
りゅうがくせい	IMG_2700.HEIC	126	3	1.00	yes	needs_review
りゅうがく（します）	IMG_2700.HEIC	126	3	0.50	no	needs_review
りょうしん	IMG_2700.HEIC	126	3	1.00	yes	needs_review
りょうり	IMG_2700.HEIC	126	3	1.00	yes	needs_review
りょこう（します）	IMG_2700.HEIC	126	3	0.30	yes	needs_review
れ	IMG_2700.HEIC	126	3	1.00	no	needs_review
れいぞうこ	IMG_2700.HEIC	126	3	1.00	yes	needs_review
れんしゅう（します）	IMG_2700.HEIC	126	3	0.30	yes	needs_review
れんらく（します）	IMG_2700.HEIC	126	3	0.50	no	needs_review
ろ	IMG_2700.HEIC	126	3	1.00	no	needs_review
ろうか	IMG_2700.HEIC	126	3	1.00	yes	needs_review
わかい	IMG_2700.HEIC	126	3	1.00	yes	needs_review
わかります	IMG_2700.HEIC	126	3	1.00	yes	needs_review
わたくし	IMG_2700.HEIC	126	3	1.00	yes	needs_review
わたし	IMG_2700.HEIC	126	3	0.30	yes	needs_review
わたしたち	IMG_2700.HEIC	126	3	1.00	no	needs_review
わたします	IMG_2700.HEIC	126	3	0.30	yes	needs_review
わたります	IMG_2700.HEIC	126	3	0.50	yes	needs_review
わるい	IMG_2700.HEIC	126	3	1.00	yes	needs_review
アジア	IMG_2697.HEIC	120	1	1.00	no	needs_review
アニメ	IMG_2697.HEIC	120	1	1.00	no	needs_review
アパート	IMG_2697.HEIC	120	2	1.00	yes	needs_review
アメリカ	IMG_2697.HEIC	120	2	1.00	no	needs_review
アルバイト	IMG_2697.HEIC	120	2	1.00	no	needs_review
イギリス	IMG_2697.HEIC	120	2	1.00	no	needs_review
インターネット	IMG_2697.HEIC	120	3	1.00	no	needs_review
インドネシア	IMG_2697.HEIC	120	3	1.00	no	needs_review
オーストラリア	IMG_2697.HEIC	121	4	1.00	no	needs_review
オートバイ	IMG_2697.HEIC	121	4	1.00	no	needs_review
カフェ	IMG_2697.HEIC	121	6	1.00	no	needs_review
カメラ	IMG_2697.HEIC	121	6	0.30	yes	needs_review
カラオケ	IMG_2697.HEIC	121	6	1.00	no	needs_review
カレー	IMG_2697.HEIC	121	6	1.00	yes	needs_review
カンボジア	IMG_2697.HEIC	121	6	1.00	no	needs_review
カード	IMG_2697.HEIC	121	5	0.30	yes	needs_review
ガラス	IMG_2697.HEIC	121	6	0.30	no	needs_review
ギター	IMG_2697.HEIC	121	6	0.50	yes	needs_review
クラシック	IMG_2698.HEIC	122	1	0.30	no	needs_review
クラス	IMG_2698.HEIC	122	1	1.00	yes	needs_review
クレジットカード	IMG_2698.HEIC	122	1	1.00	no	needs_review
グラス	IMG_2698.HEIC	122	1	1.00	no	needs_review
ゲーム	IMG_2698.HEIC	122	1	0.30	no	needs_review
コップ	IMG_2698.HEIC	122	2	0.50	yes	needs_review
コピー（します）	IMG_2698.HEIC	122	2	0.50	yes	needs_review
コート	IMG_2698.HEIC	122	2	1.00	yes	needs_review
コーヒ	IMG_2698.HEIC	122	2	0.50	yes	needs_review
シャツ	IMG_2698.HEIC	123	4	0.30	yes	needs_review
シャワー	IMG_2698.HEIC	123	4	1.00	yes	needs_review
シャーペン	IMG_2698.HEIC	123	4	1.00	no	needs_review
ジャズ	IMG_2698.HEIC	123	4	0.30	no	needs_review
ジュース	IMG_2698.HEIC	123	4	0.30	no	needs_review
スカート	IMG_2698.HEIC	123	4	0.50	yes	needs_review
スキー	IMG_2698.HEIC	123	4	0.50	yes	needs_review
ストーブ	IMG_2698.HEIC	123	5	1.00	yes	needs_review
スニーカー	IMG_2698.HEIC	123	5	1.00	no	needs_review
スプーン	IMG_2698.HEIC	123	5	0.30	yes	needs_review
スポーツ	IMG_2698.HEIC	123	5	1.00	yes	needs_review
スマホ	IMG_2698.HEIC	123	5	0.50	no	needs_review
スリッパ	IMG_2698.HEIC	123	5	1.00	yes	needs_review
スリランカ	IMG_2698.HEIC	123	5	1.00	no	needs_review
スーツ	IMG_2698.HEIC	123	4	0.30	no	needs_review
スーパー	IMG_2698.HEIC	123	4	1.00	no	needs_review
スープ	IMG_2698.HEIC	123	4	0.30	no	needs_review
ズボン	IMG_2698.HEIC	123	5	0.50	yes	needs_review
セーター	IMG_2698.HEIC	123	5	1.00	yes	needs_review
タクシー	IMG_2698.HEIC	123	6	1.00	yes	needs_review
ダンス	IMG_2698.HEIC	123	6	0.30	no	needs_review
チケット	IMG_2698.HEIC	123	6	1.00	no	needs_review
チーズ	IMG_2698.HEIC	123	6	1.00	yes	needs_review
テスト	IMG_2699.HEIC	124	1	1.00	yes	needs_review
テニス	IMG_2699.HEIC	124	1	0.30	no	needs_review
テレビ	IMG_2699.HEIC	124	1	1.00	yes	needs_review
テーブル	IMG_2699.HEIC	124	1	1.00	yes	needs_review
デザート	IMG_2699.HEIC	124	1	1.00	no	needs_review
デパート	IMG_2699.HEIC	124	1	1.00	yes	needs_review
トイレ	IMG_2699.HEIC	124	2	1.00	yes	needs_review
トマト	IMG_2699.HEIC	124	2	0.30	no	needs_review
ドア	IMG_2699.HEIC	124	2	1.00	yes	needs_review
ドイツ	IMG_2699.HEIC	124	2	1.00	no	needs_review
ドラマ	IMG_2699.HEIC	124	2	1.00	no	needs_review
ニュース	IMG_2699.HEIC	124	3	0.30	yes	needs_review
ネクタイ	IMG_2699.HEIC	124	3	1.00	yes	needs_review
ネパール	IMG_2699.HEIC	124	3	0.30	no	needs_review
ノート	IMG_2699.HEIC	125	4	1.00	yes	needs_review
バイク	IMG_2699.HEIC	125	4	0.30	no	needs_review
バス	IMG_2699.HEIC	125	4	0.30	yes	needs_review
バスケットボール	IMG_2699.HEIC	125	4	1.00	no	needs_review
バター	IMG_2699.HEIC	125	4	0.30	yes	needs_review
パソコン	IMG_2699.HEIC	125	4	0.30	no	needs_review
パン	IMG_2699.HEIC	125	4	0.30	yes	needs_review
パンや	IMG_2699.HEIC	125	5	1.00	yes	needs_review
パーティー	IMG_2699.HEIC	125	4	1.00	yes	needs_review
ビール	IMG_2699.HEIC	125	5	1.00	no	needs_review
ピアノ	IMG_2699.HEIC	125	5	1.00	no	needs_review
フォーク	IMG_2699.HEIC	125	5	1.00	yes	needs_review
フランス	IMG_2699.HEIC	125	5	1.00	no	needs_review
フランスご	IMG_2699.HEIC	125	5	0.30	no	needs_review
ブラジル	IMG_2699.HEIC	125	5	0.50	no	needs_review
プール	IMG_2699.HEIC	125	5	0.30	yes	needs_review
ベッド	IMG_2699.HEIC	125	6	0.50	yes	needs_review
ベトナム	IMG_2699.HEIC	125	6	1.00	no	needs_review
ペット	IMG_2699.HEIC	125	6	1.00	yes	needs_review
ペン	IMG_2699.HEIC	125	6	0.50	yes	needs_review
ページ	IMG_2699.HEIC	125	6	1.00	yes	needs_review
ホテル	IMG_2699.HEIC	125	6	1.00	yes	needs_review
ホーム	IMG_2699.HEIC	125	6	0.30	no	needs_review
ボタン	IMG_2699.HEIC	125	6	0.30	yes	needs_review
ボールペン	IMG_2699.HEIC	125	6	1.00	yes	needs_review
ポケット	IMG_2699.HEIC	125	6	1.00	yes	needs_review
ポスト	IMG_2699.HEIC	125	6	1.00	yes	needs_review
マレーシア	IMG_2700.HEIC	126	1	1.00	no	needs_review
マンガ	IMG_2700.HEIC	126	1	0.50	no	needs_review
ミャンマー	IMG_2700.HEIC	126	1	1.00	no	needs_review
ミルク	IMG_2700.HEIC	126	1	1.00	no	needs_review
メニュー	IMG_2700.HEIC	126	1	1.00	no	needs_review
メモ	IMG_2700.HEIC	126	1	1.00	no	needs_review
メール	IMG_2700.HEIC	126	1	1.00	no	needs_review
モンゴル	IMG_2700.HEIC	126	2	1.00	no	needs_review
ヨーロッパ	IMG_2700.HEIC	126	2	1.00	no	needs_review
ラジオ	IMG_2700.HEIC	126	2	0.50	yes	needs_review
ランチ	IMG_2700.HEIC	126	3	1.00	no	needs_review
リモコン	IMG_2700.HEIC	126	3	1.00	no	needs_review
レジ	IMG_2700.HEIC	126	3	0.30	no	needs_review
レポート	IMG_2700.HEIC	126	3	1.00	no	needs_review
ン	IMG_2697.HEIC	120	3	1.00	no	needs_review
・・ち	IMG_2699.HEIC	124	3	0.30	no	needs_review
・・り	IMG_2698.HEIC	122	3	0.30	no	needs_review
ー.ル	IMG_2697.HEIC	120	3	0.30	no	needs_review
冖	IMG_2697.HEIC	120	3	0.30	no	needs_review
気をつけます	IMG_2698.HEIC	122	1	0.50	no	needs_review
（お）かいけい	IMG_2697.HEIC	121	5	0.30	no	needs_review
（お）かね	IMG_2697.HEIC	121	5	0.50	no	needs_review
（お）すし	IMG_2698.HEIC	123	5	0.30	no	needs_review
（お）とし	IMG_2699.HEIC	124	2	0.30	yes	needs_review
（お）べんとう	IMG_2699.HEIC	125	6	0.30	no	needs_review
（お）みず	IMG_2700.HEIC	126	1	0.30	yes	needs_review
～かた	IMG_2697.HEIC	121	5	0.30	yes	needs_review
～が	IMG_2697.HEIC	121	5	0.30	no	needs_review
～くらい	IMG_2698.HEIC	122	1	0.30	yes	needs_review
～こと	IMG_2698.HEIC	122	2	0.30	yes	needs_review
～ごはん	IMG_2698.HEIC	122	2	0.30	yes	needs_review
～じん	IMG_2698.HEIC	123	4	0.30	no	needs_review
～ずつ	IMG_2698.HEIC	123	5	0.30	no	needs_review
～たち	IMG_2698.HEIC	123	6	0.30	no	needs_review
～だけ	IMG_2698.HEIC	123	6	0.30	no	needs_review
～ちゅう［中］	IMG_2698.HEIC	123	6	0.30	no	needs_review
～とき	IMG_2699.HEIC	124	2	0.30	no	needs_review
～にち	IMG_2699.HEIC	124	3	0.30	no	needs_review
～ねん	IMG_2699.HEIC	124	3	0.30	no	needs_review
～ねんかん	IMG_2699.HEIC	125	4	0.30	no	needs_review
～ほう	IMG_2699.HEIC	125	6	0.30	yes	needs_review
～まえ	IMG_2699.HEIC	125	6	0.30	yes	needs_review
～もの	IMG_2700.HEIC	126	2	0.30	yes	needs_review
